gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,avg_score
FEMALE,GROUP D,MASTER'S DEGREE,FREE/REDUCED,COMPLETED,61,71,78,70.0
MALE,GROUP B,HIGH SCHOOL,FREE/REDUCED,NONE,63,48,47,52.666666666666664
MALE,GROUP D,BACHELOR'S DEGREE,FREE/REDUCED,NONE,68,68,67,67.66666666666667
MALE,GROUP B,SOME COLLEGE,STANDARD,COMPLETED,71,75,70,72.0
MALE,GROUP A,BACHELOR'S DEGREE,STANDARD,NONE,91,96,92,93.0
FEMALE,GROUP C,SOME COLLEGE,STANDARD,NONE,53,62,56,57.0
FEMALE,GROUP C,HIGH SCHOOL,FREE/REDUCED,COMPLETED,50,66,64,60.0
FEMALE,GROUP E,HIGH SCHOOL,STANDARD,NONE,74,81,71,75.33333333333333
MALE,GROUP A,ASSOCIATE'S DEGREE,FREE/REDUCED,COMPLETED,40,55,53,49.333333333333336
MALE,GROUP A,SOME COLLEGE,STANDARD,COMPLETED,61,51,52,54.666666666666664
FEMALE,GROUP B,HIGH SCHOOL,STANDARD,NONE,81,91,89,87.0
FEMALE,GROUP B,SOME COLLEGE,FREE/REDUCED,COMPLETED,48,56,58,54.0
FEMALE,GROUP D,MASTER'S DEGREE,STANDARD,NONE,53,61,68,60.666666666666664
FEMALE,GROUP D,SOME HIGH SCHOOL,STANDARD,NONE,81,97,96,91.33333333333333
FEMALE,GROUP E,SOME HIGH SCHOOL,STANDARD,NONE,77,79,80,78.66666666666667
FEMALE,GROUP D,BACHELOR'S DEGREE,FREE/REDUCED,NONE,63,73,78,71.33333333333333
FEMALE,GROUP D,ASSOCIATE'S DEGREE,STANDARD,COMPLETED,73,75,80,76.0
FEMALE,GROUP D,SOME COLLEGE,STANDARD,NONE,69,77,77,74.33333333333333
FEMALE,GROUP C,ASSOCIATE'S DEGREE,STANDARD,NONE,65,76,76,72.33333333333333
FEMALE,GROUP A,HIGH SCHOOL,STANDARD,NONE,55,73,73,67.0
FEMALE,GROUP C,BACHELOR'S DEGREE,FREE/REDUCED,NONE,44,63,62,56.333333333333336
FEMALE,GROUP C,SOME COLLEGE,STANDARD,NONE,54,64,65,61.0
FEMALE,GROUP A,SOME HIGH SCHOOL,STANDARD,NONE,48,66,65,59.666666666666664
MALE,GROUP C,SOME COLLEGE,FREE/REDUCED,NONE,58,57,54,56.333333333333336
MALE,GROUP A,SOME HIGH SCHOOL,STANDARD,NONE,71,62,50,61.0
MALE,GROUP E,BACHELOR'S DEGREE,STANDARD,NONE,68,68,64,66.66666666666667
FEMALE,GROUP E,HIGH SCHOOL,STANDARD,NONE,74,76,73,74.33333333333333
FEMALE,GROUP C,BACHELOR'S DEGREE,STANDARD,COMPLETED,92,100,99,97.0
FEMALE,GROUP C,BACHELOR'S DEGREE,STANDARD,COMPLETED,56,79,72,69.0
MALE,GROUP B,HIGH SCHOOL,FREE/REDUCED,NONE,30,24,15,23.0
MALE,GROUP A,SOME HIGH SCHOOL,STANDARD,NONE,53,54,48,51.666666666666664
FEMALE,GROUP D,HIGH SCHOOL,STANDARD,NONE,69,77,73,73.0
FEMALE,GROUP D,SOME HIGH SCHOOL,STANDARD,NONE,65,82,81,76.0
FEMALE,GROUP D,MASTER'S DEGREE,STANDARD,NONE,54,60,63,59.0
FEMALE,GROUP C,HIGH SCHOOL,STANDARD,NONE,29,29,30,29.333333333333332
FEMALE,GROUP E,SOME COLLEGE,STANDARD,NONE,76,78,80,78.0
MALE,GROUP D,HIGH SCHOOL,FREE/REDUCED,NONE,60,57,51,56.0
MALE,GROUP D,MASTER'S DEGREE,FREE/REDUCED,COMPLETED,84,89,90,87.66666666666667
MALE,GROUP C,SOME HIGH SCHOOL,STANDARD,NONE,75,72,62,69.66666666666667
FEMALE,GROUP C,ASSOCIATE'S DEGREE,STANDARD,NONE,85,84,82,83.66666666666667
FEMALE,GROUP C,MASTER'S DEGREE,FREE/REDUCED,NONE,40,58,54,50.666666666666664
FEMALE,GROUP E,SOME COLLEGE,STANDARD,NONE,61,64,62,62.333333333333336
FEMALE,GROUP B,ASSOCIATE'S DEGREE,STANDARD,NONE,58,63,65,62.0
MALE,GROUP D,SOME COLLEGE,FREE/REDUCED,COMPLETED,69,60,63,64.0
FEMALE,GROUP C,SOME COLLEGE,STANDARD,NONE,58,59,66,61.0
MALE,GROUP C,BACHELOR'S DEGREE,STANDARD,COMPLETED,94,90,91,91.66666666666667
FEMALE,GROUP C,ASSOCIATE'S DEGREE,STANDARD,NONE,65,77,74,72.0
FEMALE,GROUP A,ASSOCIATE'S DEGREE,STANDARD,NONE,82,93,93,89.33333333333333
FEMALE,GROUP C,HIGH SCHOOL,STANDARD,NONE,60,68,72,66.66666666666667
FEMALE,GROUP E,BACHELOR'S DEGREE,STANDARD,NONE,37,45,38,40.0
MALE,GROUP D,BACHELOR'S DEGREE,STANDARD,NONE,88,78,83,83.0
MALE,GROUP D,MASTER'S DEGREE,STANDARD,NONE,95,81,84,86.66666666666667
MALE,GROUP C,ASSOCIATE'S DEGREE,FREE/REDUCED,COMPLETED,65,73,68,68.66666666666667
FEMALE,GROUP C,HIGH SCHOOL,FREE/REDUCED,NONE,35,61,54,50.0
MALE,GROUP B,BACHELOR'S DEGREE,FREE/REDUCED,NONE,62,63,56,60.333333333333336
MALE,GROUP C,HIGH SCHOOL,FREE/REDUCED,COMPLETED,58,51,52,53.666666666666664
MALE,GROUP A,SOME COLLEGE,STANDARD,COMPLETED,100,96,86,94.0
FEMALE,GROUP E,BACHELOR'S DEGREE,FREE/REDUCED,NONE,61,58,62,60.333333333333336
MALE,GROUP D,SOME COLLEGE,STANDARD,COMPLETED,100,97,99,98.66666666666667
MALE,GROUP B,ASSOCIATE'S DEGREE,FREE/REDUCED,COMPLETED,69,70,63,67.33333333333333
MALE,GROUP D,ASSOCIATE'S DEGREE,STANDARD,NONE,61,48,46,51.666666666666664
MALE,GROUP D,SOME COLLEGE,FREE/REDUCED,NONE,49,57,46,50.666666666666664
FEMALE,GROUP C,SOME HIGH SCHOOL,STANDARD,COMPLETED,44,51,55,50.0
MALE,GROUP D,SOME COLLEGE,STANDARD,NONE,67,64,70,67.0
MALE,GROUP B,HIGH SCHOOL,STANDARD,NONE,79,60,65,68.0
FEMALE,GROUP B,BACHELOR'S DEGREE,STANDARD,COMPLETED,66,74,81,73.66666666666667
FEMALE,GROUP C,HIGH SCHOOL,STANDARD,NONE,75,88,85,82.66666666666667
MALE,GROUP D,SOME HIGH SCHOOL,STANDARD,NONE,84,84,80,82.66666666666667
MALE,GROUP A,HIGH SCHOOL,STANDARD,NONE,71,74,64,69.66666666666667
FEMALE,GROUP B,HIGH SCHOOL,FREE/REDUCED,COMPLETED,67,80,81,76.0
FEMALE,GROUP D,SOME HIGH SCHOOL,STANDARD,COMPLETED,80,92,88,86.66666666666667
MALE,GROUP E,SOME COLLEGE,STANDARD,NONE,86,76,74,78.66666666666667
FEMALE,GROUP D,ASSOCIATE'S DEGREE,STANDARD,NONE,76,74,73,74.33333333333333
MALE,GROUP D,HIGH SCHOOL,STANDARD,NONE,41,52,51,48.0
FEMALE,GROUP D,ASSOCIATE'S DEGREE,FREE/REDUCED,COMPLETED,74,88,90,84.0
FEMALE,GROUP B,SOME HIGH SCHOOL,FREE/REDUCED,NONE,72,81,79,77.33333333333333
FEMALE,GROUP E,HIGH SCHOOL,STANDARD,COMPLETED,74,79,80,77.66666666666667
MALE,GROUP B,HIGH SCHOOL,STANDARD,NONE,70,65,60,65.0
FEMALE,GROUP B,BACHELOR'S DEGREE,STANDARD,COMPLETED,65,81,81,75.66666666666667
FEMALE,GROUP D,ASSOCIATE'S DEGREE,STANDARD,NONE,59,70,65,64.66666666666667
FEMALE,GROUP E,HIGH SCHOOL,FREE/REDUCED,NONE,64,62,68,64.66666666666667
FEMALE,GROUP B,HIGH SCHOOL,STANDARD,NONE,50,53,55,52.666666666666664
FEMALE,GROUP D,SOME COLLEGE,STANDARD,COMPLETED,69,79,81,76.33333333333333
MALE,GROUP C,SOME HIGH SCHOOL,FREE/REDUCED,COMPLETED,51,56,53,53.333333333333336
FEMALE,GROUP A,HIGH SCHOOL,STANDARD,COMPLETED,68,80,76,74.66666666666667
FEMALE,GROUP D,SOME COLLEGE,STANDARD,COMPLETED,85,86,98,89.66666666666667
FEMALE,GROUP A,ASSOCIATE'S DEGREE,STANDARD,COMPLETED,65,70,74,69.66666666666667
FEMALE,GROUP B,SOME HIGH SCHOOL,STANDARD,NONE,73,79,79,77.0
FEMALE,GROUP B,SOME COLLEGE,STANDARD,NONE,62,67,67,65.33333333333333
MALE,GROUP C,ASSOCIATE'S DEGREE,FREE/REDUCED,NONE,77,67,64,69.33333333333333
MALE,GROUP D,SOME HIGH SCHOOL,STANDARD,NONE,69,66,61,65.33333333333333
FEMALE,GROUP D,ASSOCIATE'S DEGREE,FREE/REDUCED,NONE,43,60,58,53.666666666666664
MALE,GROUP D,ASSOCIATE'S DEGREE,STANDARD,NONE,90,87,85,87.33333333333333
MALE,GROUP C,SOME COLLEGE,FREE/REDUCED,NONE,74,77,73,74.66666666666667
MALE,GROUP C,SOME HIGH SCHOOL,STANDARD,NONE,73,66,63,67.33333333333333
FEMALE,GROUP D,SOME COLLEGE,FREE/REDUCED,NONE,55,71,69,65.0
FEMALE,GROUP C,HIGH SCHOOL,STANDARD,NONE,65,69,67,67.0
MALE,GROUP D,ASSOCIATE'S DEGREE,STANDARD,NONE,80,63,63,68.66666666666667
FEMALE,GROUP C,SOME HIGH SCHOOL,FREE/REDUCED,COMPLETED,50,60,60,56.666666666666664
FEMALE,GROUP C,SOME COLLEGE,FREE/REDUCED,COMPLETED,63,73,71,69.0
FEMALE,GROUP B,BACHELOR'S DEGREE,FREE/REDUCED,NONE,77,85,87,83.0
MALE,GROUP C,SOME COLLEGE,STANDARD,NONE,73,74,61,69.33333333333333
MALE,GROUP D,ASSOCIATE'S DEGREE,STANDARD,COMPLETED,81,72,77,76.66666666666667
FEMALE,GROUP C,HIGH SCHOOL,FREE/REDUCED,NONE,66,76,68,70.0
MALE,GROUP D,ASSOCIATE'S DEGREE,FREE/REDUCED,NONE,52,57,50,53.0
FEMALE,GROUP C,SOME COLLEGE,STANDARD,NONE,69,78,76,74.33333333333333
FEMALE,GROUP C,ASSOCIATE'S DEGREE,STANDARD,COMPLETED,65,84,84,77.66666666666667
FEMALE,GROUP D,HIGH SCHOOL,STANDARD,COMPLETED,69,77,78,74.66666666666667
FEMALE,GROUP B,SOME COLLEGE,STANDARD,COMPLETED,50,64,66,60.0
FEMALE,GROUP E,SOME COLLEGE,STANDARD,COMPLETED,73,78,76,75.66666666666667
FEMALE,GROUP C,SOME HIGH SCHOOL,STANDARD,COMPLETED,70,82,76,76.0
MALE,GROUP D,ASSOCIATE'S DEGREE,FREE/REDUCED,NONE,81,75,78,78.0
MALE,GROUP D,SOME COLLEGE,FREE/REDUCED,NONE,63,61,60,61.333333333333336
FEMALE,GROUP D,HIGH SCHOOL,STANDARD,NONE,67,72,74,71.0
MALE,GROUP B,HIGH SCHOOL,STANDARD,NONE,60,68,60,62.666666666666664
MALE,GROUP B,HIGH SCHOOL,STANDARD,NONE,62,55,54,57.0
FEMALE,GROUP C,SOME HIGH SCHOOL,FREE/REDUCED,COMPLETED,29,40,44,37.666666666666664
MALE,GROUP B,SOME COLLEGE,STANDARD,COMPLETED,62,66,68,65.33333333333333
FEMALE,GROUP E,MASTER'S DEGREE,STANDARD,COMPLETED,94,99,100,97.66666666666667
MALE,GROUP E,SOME COLLEGE,STANDARD,COMPLETED,85,75,68,76.0
MALE,GROUP D,ASSOCIATE'S DEGREE,FREE/REDUCED,NONE,77,78,73,76.0
MALE,GROUP A,HIGH SCHOOL,FREE/REDUCED,NONE,53,58,44,51.666666666666664
MALE,GROUP E,SOME COLLEGE,FREE/REDUCED,NONE,93,90,83,88.66666666666667
FEMALE,GROUP C,ASSOCIATE'S DEGREE,STANDARD,NONE,49,53,53,51.666666666666664
FEMALE,GROUP E,ASSOCIATE'S DEGREE,FREE/REDUCED,NONE,73,76,78,75.66666666666667
FEMALE,GROUP C,BACHELOR'S DEGREE,FREE/REDUCED,COMPLETED,66,74,81,73.66666666666667
FEMALE,GROUP D,ASSOCIATE'S DEGREE,STANDARD,NONE,77,77,73,75.66666666666667
FEMALE,GROUP C,SOME HIGH SCHOOL,STANDARD,NONE,49,63,56,56.0
FEMALE,GROUP D,SOME COLLEGE,FREE/REDUCED,NONE,79,89,86,84.66666666666667
FEMALE,GROUP C,ASSOCIATE'S DEGREE,STANDARD,COMPLETED,75,82,90,82.33333333333333
FEMALE,GROUP A,BACHELOR'S DEGREE,STANDARD,NONE,59,72,70,67.0
FEMALE,GROUP D,ASSOCIATE'S DEGREE,STANDARD,COMPLETED,57,78,79,71.33333333333333
MALE,GROUP C,HIGH SCHOOL,FREE/REDUCED,NONE,66,66,59,63.666666666666664
FEMALE,GROUP E,BACHELOR'S DEGREE,STANDARD,COMPLETED,79,81,82,80.66666666666667
FEMALE,GROUP B,SOME HIGH SCHOOL,STANDARD,NONE,57,67,72,65.33333333333333
MALE,GROUP A,BACHELOR'S DEGREE,STANDARD,COMPLETED,87,84,87,86.0
FEMALE,GROUP D,SOME COLLEGE,STANDARD,NONE,63,64,67,64.66666666666667
FEMALE,GROUP B,SOME HIGH SCHOOL,FREE/REDUCED,COMPLETED,59,63,64,62.0
MALE,GROUP A,BACHELOR'S DEGREE,FREE/REDUCED,NONE,62,72,65,66.33333333333333
MALE,GROUP D,HIGH SCHOOL,STANDARD,NONE,46,34,36,38.666666666666664
MALE,GROUP C,SOME COLLEGE,STANDARD,NONE,66,59,52,59.0
MALE,GROUP D,HIGH SCHOOL,STANDARD,NONE,89,87,79,85.0
FEMALE,GROUP D,ASSOCIATE'S DEGREE,FREE/REDUCED,COMPLETED,42,61,58,53.666666666666664
MALE,GROUP C,SOME COLLEGE,STANDARD,COMPLETED,93,84,90,89.0
FEMALE,GROUP E,SOME HIGH SCHOOL,STANDARD,COMPLETED,80,85,85,83.33333333333333
FEMALE,GROUP D,SOME COLLEGE,STANDARD,NONE,98,100,99,99.0
MALE,GROUP D,MASTER'S DEGREE,STANDARD,NONE,81,81,84,82.0
FEMALE,GROUP B,SOME HIGH SCHOOL,STANDARD,COMPLETED,60,70,74,68.0
FEMALE,GROUP B,ASSOCIATE'S DEGREE,FREE/REDUCED,COMPLETED,76,94,87,85.66666666666667
MALE,GROUP C,ASSOCIATE'S DEGREE,STANDARD,COMPLETED,73,78,72,74.33333333333333
FEMALE,GROUP C,ASSOCIATE'S DEGREE,STANDARD,COMPLETED,96,96,99,97.0
FEMALE,GROUP C,HIGH SCHOOL,STANDARD,NONE,76,76,74,75.33333333333333
MALE,GROUP E,ASSOCIATE'S DEGREE,FREE/REDUCED,COMPLETED,91,73,80,81.33333333333333
FEMALE,GROUP C,SOME COLLEGE,FREE/REDUCED,NONE,62,72,70,68.0
MALE,GROUP D,SOME HIGH SCHOOL,FREE/REDUCED,COMPLETED,55,59,59,57.666666666666664
FEMALE,GROUP B,SOME HIGH SCHOOL,FREE/REDUCED,COMPLETED,74,90,88,84.0
MALE,GROUP C,HIGH SCHOOL,STANDARD,NONE,50,48,42,46.666666666666664
MALE,GROUP B,SOME COLLEGE,STANDARD,NONE,47,43,41,43.666666666666664
MALE,GROUP E,SOME COLLEGE,STANDARD,COMPLETED,81,74,71,75.33333333333333
FEMALE,GROUP E,ASSOCIATE'S DEGREE,STANDARD,COMPLETED,65,75,77,72.33333333333333
MALE,GROUP E,SOME HIGH SCHOOL,STANDARD,COMPLETED,68,51,57,58.666666666666664
FEMALE,GROUP D,HIGH SCHOOL,FREE/REDUCED,NONE,73,92,84,83.0
MALE,GROUP C,SOME COLLEGE,STANDARD,NONE,53,39,37,43.0
FEMALE,GROUP B,ASSOCIATE'S DEGREE,FREE/REDUCED,COMPLETED,68,77,80,75.0
MALE,GROUP A,SOME HIGH SCHOOL,FREE/REDUCED,NONE,55,46,43,48.0
FEMALE,GROUP C,SOME COLLEGE,STANDARD,COMPLETED,87,89,94,90.0
MALE,GROUP D,SOME HIGH SCHOOL,STANDARD,NONE,55,47,44,48.666666666666664
FEMALE,GROUP E,SOME COLLEGE,FREE/REDUCED,NONE,53,58,57,56.0
MALE,GROUP C,MASTER'S DEGREE,STANDARD,NONE,67,57,59,61.0
MALE,GROUP C,ASSOCIATE'S DEGREE,STANDARD,NONE,92,79,84,85.0
FEMALE,GROUP B,SOME COLLEGE,FREE/REDUCED,COMPLETED,53,66,73,64.0
MALE,GROUP D,ASSOCIATE'S DEGREE,STANDARD,NONE,81,71,73,75.0
MALE,GROUP C,HIGH SCHOOL,FREE/REDUCED,NONE,61,60,55,58.666666666666664
MALE,GROUP D,BACHELOR'S DEGREE,STANDARD,NONE,80,73,72,75.0
FEMALE,GROUP A,ASSOCIATE'S DEGREE,FREE/REDUCED,NONE,37,57,56,50.0
FEMALE,GROUP C,HIGH SCHOOL,STANDARD,NONE,81,84,82,82.33333333333333
FEMALE,GROUP C,ASSOCIATE'S DEGREE,STANDARD,COMPLETED,59,73,72,68.0
MALE,GROUP B,SOME COLLEGE,FREE/REDUCED,NONE,55,55,47,52.333333333333336
MALE,GROUP D,ASSOCIATE'S DEGREE,STANDARD,NONE,72,79,74,75.0
MALE,GROUP D,HIGH SCHOOL,STANDARD,NONE,69,75,71,71.66666666666667
MALE,GROUP C,SOME COLLEGE,STANDARD,NONE,69,64,68,67.0
FEMALE,GROUP C,BACHELOR'S DEGREE,FREE/REDUCED,NONE,50,60,59,56.333333333333336
MALE,GROUP B,SOME COLLEGE,STANDARD,COMPLETED,87,84,86,85.66666666666667
MALE,GROUP D,SOME HIGH SCHOOL,STANDARD,COMPLETED,71,69,68,69.33333333333333
MALE,GROUP E,SOME COLLEGE,STANDARD,NONE,68,72,65,68.33333333333333
MALE,GROUP C,MASTER'S DEGREE,FREE/REDUCED,COMPLETED,79,77,75,77.0
FEMALE,GROUP C,SOME HIGH SCHOOL,STANDARD,COMPLETED,77,90,85,84.0
MALE,GROUP C,ASSOCIATE'S DEGREE,FREE/REDUCED,NONE,58,55,53,55.333333333333336
FEMALE,GROUP E,ASSOCIATE'S DEGREE,STANDARD,NONE,84,95,92,90.33333333333333
MALE,GROUP D,SOME COLLEGE,STANDARD,NONE,55,58,52,55.0
MALE,GROUP E,BACHELOR'S DEGREE,FREE/REDUCED,COMPLETED,70,68,72,70.0
FEMALE,GROUP D,SOME COLLEGE,FREE/REDUCED,COMPLETED,52,59,65,58.666666666666664
MALE,GROUP B,SOME COLLEGE,STANDARD,COMPLETED,69,77,77,74.33333333333333
FEMALE,GROUP C,HIGH SCHOOL,FREE/REDUCED,NONE,53,72,64,63.0
FEMALE,GROUP D,SOME HIGH SCHOOL,STANDARD,NONE,48,58,54,53.333333333333336
MALE,GROUP D,SOME HIGH SCHOOL,STANDARD,COMPLETED,78,81,86,81.66666666666667
FEMALE,GROUP B,HIGH SCHOOL,STANDARD,NONE,62,62,63,62.333333333333336
MALE,GROUP D,SOME COLLEGE,STANDARD,NONE,60,63,59,60.666666666666664
FEMALE,GROUP B,HIGH SCHOOL,STANDARD,NONE,74,72,72,72.66666666666667
FEMALE,GROUP C,HIGH SCHOOL,STANDARD,COMPLETED,58,75,77,70.0
MALE,GROUP B,HIGH SCHOOL,STANDARD,COMPLETED,76,62,60,66.0
FEMALE,GROUP D,SOME HIGH SCHOOL,STANDARD,NONE,68,71,75,71.33333333333333
MALE,GROUP A,SOME COLLEGE,FREE/REDUCED,NONE,58,60,57,58.333333333333336
MALE,GROUP B,HIGH SCHOOL,STANDARD,NONE,52,48,49,49.666666666666664
MALE,GROUP D,BACHELOR'S DEGREE,STANDARD,NONE,75,73,74,74.0
FEMALE,GROUP B,SOME HIGH SCHOOL,FREE/REDUCED,COMPLETED,52,67,72,63.666666666666664
FEMALE,GROUP C,BACHELOR'S DEGREE,FREE/REDUCED,NONE,62,78,79,73.0
MALE,GROUP B,SOME COLLEGE,STANDARD,NONE,66,65,60,63.666666666666664
FEMALE,GROUP B,SOME HIGH SCHOOL,FREE/REDUCED,NONE,49,58,55,54.0
FEMALE,GROUP B,HIGH SCHOOL,STANDARD,NONE,66,72,70,69.33333333333333
FEMALE,GROUP C,SOME COLLEGE,FREE/REDUCED,NONE,35,44,43,40.666666666666664
FEMALE,GROUP A,SOME COLLEGE,STANDARD,COMPLETED,72,79,82,77.66666666666667
MALE,GROUP E,ASSOCIATE'S DEGREE,STANDARD,COMPLETED,94,85,82,87.0
FEMALE,GROUP D,ASSOCIATE'S DEGREE,FREE/REDUCED,NONE,46,56,57,53.0
FEMALE,GROUP B,MASTER'S DEGREE,STANDARD,NONE,77,90,84,83.66666666666667
FEMALE,GROUP B,HIGH SCHOOL,FREE/REDUCED,COMPLETED,76,85,82,81.0
FEMALE,GROUP C,ASSOCIATE'S DEGREE,STANDARD,COMPLETED,52,59,62,57.666666666666664
MALE,GROUP C,BACHELOR'S DEGREE,STANDARD,COMPLETED,91,81,79,83.66666666666667
FEMALE,GROUP B,SOME HIGH SCHOOL,STANDARD,COMPLETED,32,51,44,42.333333333333336
FEMALE,GROUP E,SOME HIGH SCHOOL,FREE/REDUCED,NONE,72,79,77,76.0
FEMALE,GROUP B,SOME COLLEGE,STANDARD,NONE,19,38,32,29.666666666666668
MALE,GROUP C,ASSOCIATE'S DEGREE,FREE/REDUCED,NONE,68,65,61,64.66666666666667
FEMALE,GROUP C,MASTER'S DEGREE,FREE/REDUCED,NONE,52,65,61,59.333333333333336
FEMALE,GROUP B,HIGH SCHOOL,STANDARD,NONE,48,62,60,56.666666666666664
FEMALE,GROUP D,SOME COLLEGE,FREE/REDUCED,NONE,60,66,70,65.33333333333333
MALE,GROUP D,HIGH SCHOOL,FREE/REDUCED,NONE,66,74,69,69.66666666666667
MALE,GROUP E,SOME HIGH SCHOOL,STANDARD,COMPLETED,89,84,77,83.33333333333333
FEMALE,GROUP B,HIGH SCHOOL,STANDARD,NONE,42,52,51,48.333333333333336
FEMALE,GROUP E,ASSOCIATE'S DEGREE,FREE/REDUCED,COMPLETED,57,68,73,66.0
MALE,GROUP D,HIGH SCHOOL,STANDARD,NONE,70,70,70,70.0
FEMALE,GROUP E,ASSOCIATE'S DEGREE,FREE/REDUCED,NONE,70,84,81,78.33333333333333
MALE,GROUP E,SOME COLLEGE,STANDARD,NONE,69,60,54,61.0
FEMALE,GROUP C,ASSOCIATE'S DEGREE,STANDARD,NONE,52,55,57,54.666666666666664
MALE,GROUP C,SOME HIGH SCHOOL,STANDARD,COMPLETED,67,73,68,69.33333333333333
MALE,GROUP C,SOME HIGH SCHOOL,STANDARD,COMPLETED,76,80,73,76.33333333333333
FEMALE,GROUP E,ASSOCIATE'S DEGREE,STANDARD,NONE,87,94,95,92.0
FEMALE,GROUP B,SOME COLLEGE,STANDARD,NONE,82,85,87,84.66666666666667
FEMALE,GROUP C,SOME COLLEGE,STANDARD,NONE,73,76,78,75.66666666666667
MALE,GROUP A,SOME COLLEGE,FREE/REDUCED,NONE,75,81,74,76.66666666666667
FEMALE,GROUP D,SOME COLLEGE,FREE/REDUCED,NONE,64,74,75,71.0
FEMALE,GROUP E,HIGH SCHOOL,FREE/REDUCED,NONE,41,45,40,42.0
MALE,GROUP C,HIGH SCHOOL,STANDARD,NONE,90,75,69,78.0
MALE,GROUP B,BACHELOR'S DEGREE,STANDARD,NONE,59,54,51,54.666666666666664
MALE,GROUP A,SOME HIGH SCHOOL,STANDARD,NONE,51,31,36,39.333333333333336
MALE,GROUP A,HIGH SCHOOL,FREE/REDUCED,NONE,45,47,49,47.0
FEMALE,GROUP C,MASTER'S DEGREE,STANDARD,COMPLETED,54,64,67,61.666666666666664
MALE,GROUP E,SOME HIGH SCHOOL,STANDARD,COMPLETED,87,84,76,82.33333333333333
FEMALE,GROUP C,HIGH SCHOOL,STANDARD,NONE,72,80,83,78.33333333333333
MALE,GROUP B,SOME HIGH SCHOOL,STANDARD,COMPLETED,94,86,87,89.0
FEMALE,GROUP A,BACHELOR'S DEGREE,STANDARD,NONE,45,59,64,56.0
MALE,GROUP D,BACHELOR'S DEGREE,FREE/REDUCED,COMPLETED,61,70,76,69.0
FEMALE,GROUP B,HIGH SCHOOL,FREE/REDUCED,NONE,60,72,68,66.66666666666667
FEMALE,GROUP C,SOME HIGH SCHOOL,STANDARD,NONE,77,91,88,85.33333333333333
FEMALE,GROUP A,SOME HIGH SCHOOL,STANDARD,COMPLETED,85,90,92,89.0
FEMALE,GROUP D,BACHELOR'S DEGREE,FREE/REDUCED,NONE,78,90,93,87.0
MALE,GROUP E,SOME COLLEGE,FREE/REDUCED,COMPLETED,49,52,51,50.666666666666664
FEMALE,GROUP B,HIGH SCHOOL,FREE/REDUCED,NONE,71,87,82,80.0
FEMALE,GROUP C,SOME HIGH SCHOOL,FREE/REDUCED,NONE,48,58,52,52.666666666666664
MALE,GROUP C,HIGH SCHOOL,STANDARD,NONE,62,67,58,62.333333333333336
FEMALE,GROUP C,ASSOCIATE'S DEGREE,FREE/REDUCED,COMPLETED,56,68,70,64.66666666666667
FEMALE,GROUP C,SOME HIGH SCHOOL,STANDARD,NONE,65,69,76,70.0
FEMALE,GROUP D,SOME HIGH SCHOOL,FREE/REDUCED,COMPLETED,69,86,81,78.66666666666667
MALE,GROUP B,SOME HIGH SCHOOL,STANDARD,NONE,68,54,53,58.333333333333336
FEMALE,GROUP A,SOME COLLEGE,FREE/REDUCED,NONE,61,60,57,59.333333333333336
FEMALE,GROUP C,BACHELOR'S DEGREE,FREE/REDUCED,COMPLETED,74,86,89,83.0
MALE,GROUP A,BACHELOR'S DEGREE,STANDARD,NONE,64,60,58,60.666666666666664
FEMALE,GROUP B,HIGH SCHOOL,STANDARD,COMPLETED,77,82,89,82.66666666666667
MALE,GROUP B,SOME COLLEGE,STANDARD,NONE,58,50,45,51.0
FEMALE,GROUP C,HIGH SCHOOL,STANDARD,COMPLETED,60,64,74,66.0
MALE,GROUP E,HIGH SCHOOL,STANDARD,NONE,73,64,57,64.66666666666667
FEMALE,GROUP A,HIGH SCHOOL,STANDARD,COMPLETED,75,82,79,78.66666666666667
MALE,GROUP B,ASSOCIATE'S DEGREE,FREE/REDUCED,COMPLETED,58,57,53,56.0
FEMALE,GROUP C,ASSOCIATE'S DEGREE,STANDARD,NONE,66,77,73,72.0
FEMALE,GROUP D,HIGH SCHOOL,FREE/REDUCED,NONE,39,52,46,45.666666666666664
MALE,GROUP C,SOME HIGH SCHOOL,STANDARD,NONE,64,58,51,57.666666666666664
FEMALE,GROUP B,HIGH SCHOOL,FREE/REDUCED,COMPLETED,23,44,36,34.333333333333336
MALE,GROUP B,SOME COLLEGE,FREE/REDUCED,COMPLETED,74,77,76,75.66666666666667
FEMALE,GROUP D,SOME HIGH SCHOOL,FREE/REDUCED,COMPLETED,40,65,64,56.333333333333336
MALE,GROUP E,MASTER'S DEGREE,STANDARD,NONE,90,85,84,86.33333333333333
MALE,GROUP C,MASTER'S DEGREE,STANDARD,COMPLETED,91,85,85,87.0
MALE,GROUP D,HIGH SCHOOL,STANDARD,NONE,64,54,50,56.0
FEMALE,GROUP C,HIGH SCHOOL,STANDARD,NONE,59,72,68,66.33333333333333
MALE,GROUP D,ASSOCIATE'S DEGREE,STANDARD,NONE,80,75,69,74.66666666666667
MALE,GROUP C,MASTER'S DEGREE,STANDARD,NONE,71,67,67,68.33333333333333
FEMALE,GROUP A,HIGH SCHOOL,STANDARD,NONE,61,68,63,64.0
FEMALE,GROUP E,SOME COLLEGE,STANDARD,NONE,87,85,93,88.33333333333333
